mt1	1	50	0.06
mt1	51	100	0.16
mt1	101	150	0.3
mt1	151	200	0.2
mt1	201	250	0.14
mt1	251	300	0.26
mt1	301	350	0.42
mt1	351	400	0.28
mt1	401	450	0.08
mt1	451	500	0.18
mt1	501	550	0.4
mt1	551	600	0.36
mt1	601	650	0.1
mt1	651	700	0.18
mt1	701	750	0.22
mt1	751	800	0.26
mt1	801	850	0.36
mt1	851	900	0.34
mt1	901	950	0.16
mt1	951	1000	0.14
mt1	1001	1050	0.2
mt2	1	50	0.3
mt2	51	100	0.08
mt2	101	150	0.18
mt2	151	200	0.18
mt2	201	250	0.1
mt2	251	300	0.2
mt2	301	350	0.18
mt2	351	400	0.1
mt2	401	450	0.28
mt2	451	500	0.16
mt2	501	550	0.22
mt2	551	600	0.16
mt2	601	650	0.1
mt2	651	700	0.18
mt2	701	750	0.1
mt2	751	800	0.1
mt2	801	850	0.04
mt2	851	900	0.26
mt2	901	950	0.2
mt2	951	1000	0.22
mt2	1001	1050	0.26
mt2	1051	1100	0.22
mt2	1101	1150	0.22
mt2	1151	1200	0.32
mt2	1201	1250	0.22
mt2	1251	1300	0.24
mt2	1301	1350	0.4
mt2	1351	1400	0.26
mt2	1401	1450	0.34
mt2	1451	1500	0.14
mt2	1501	1550	0.32
mt2	1551	1600	0.22
mt2	1601	1650	0.12
mt2	1651	1700	0.4
mt2	1701	1750	0.36
mt2	1751	1800	0.38
mt2	1801	1850	0.12
mt2	1851	1900	0.24
mt2	1901	1950	0.3
mt2	1951	2000	0.16
mt2	2001	2050	0.16
mt2	2051	2100	0.22
mt2	2101	2150	0.06
mt3	1	50	0.02
mt3	51	100	0.2
mt3	101	150	0.1
mt3	151	200	0.22
mt3	201	250	0.28
mt3	251	300	0.2
mt3	301	350	0.36
mt3	351	400	0.34
mt3	401	450	0.38
mt3	451	500	0.24
mt3	501	550	0.18
mt3	551	600	0.22
mt3	601	650	0.32
mt3	651	700	0.26
mt3	701	750	0.28
mt3	751	800	0.12
mt3	801	850	0.12
mt3	851	900	0.3
mt3	901	950	0.28
mt3	951	1000	0.24
mt3	1001	1050	0.12
mt3	1051	1100	0.18
mt3	1101	1150	0.18
mt3	1151	1200	0.34
mt3	1201	1250	0.28
mt3	1251	1300	0.2
mt3	1301	1350	0.34
mt3	1351	1400	0.26
mt3	1401	1450	0.38
mt3	1451	1500	0.26
mt3	1501	1550	0.26
mt3	1551	1600	0.42
mt3	1601	1650	0.28
mt3	1651	1700	0.26
mt3	1701	1750	0.3
mt3	1751	1800	0.24
mt3	1801	1850	0.4
mt3	1851	1900	0.3
mt3	1901	1950	0.28
mt3	1951	2000	0.22
mt3	2001	2050	0.26
mt3	2051	2100	0.36
mt3	2101	2150	0.44
mt3	2151	2200	0.28
mt3	2201	2250	0.34
mt3	2251	2300	0.22
mt3	2301	2350	0.24
mt3	2351	2400	0.36
mt3	2401	2450	0.26
mt3	2451	2500	0.24
mt3	2501	2550	0.26
mt4	1	50	0.02
mt4	51	100	0.1
mt4	101	150	0.24
mt4	151	200	0.2
mt4	201	250	0.2
mt4	251	300	0.14
mt4	301	350	0.12
mt4	351	400	0.28
mt4	401	450	0.26
mt4	451	500	0.28
mt4	501	550	0.24
mt4	551	600	0.36
mt4	601	650	0.24
mt4	651	700	0.16
mt4	701	750	0.28
mt4	751	800	0.3
mt4	801	850	0.36
mt4	851	900	0.18
mt4	901	950	0.22
mt4	951	1000	0.38
mt4	1001	1050	0.18
mt4	1051	1100	0.3
mt4	1101	1150	0.38
mt4	1151	1200	0.28
mt4	1201	1250	0.28
mt4	1251	1300	0.24
mt4	1301	1350	0.32
mt4	1351	1400	0.3
mt4	1401	1450	0.2
mt4	1451	1500	0.34
mt4	1501	1550	0.24
mt4	1551	1600	0.12
mt4	1601	1650	0.06
mt4	1651	1700	0.14
