mt1	1	50	0.3
mt1	51	100	0.22
mt1	101	150	0.28
mt1	151	200	0.36
mt1	201	250	0.3
mt1	251	300	0.38
mt1	301	350	0.32
mt1	351	400	0.14
mt1	401	450	0.24
mt1	451	500	0.24
mt1	501	550	0.34
mt1	551	600	0.2
mt1	601	650	0.26
mt1	651	700	0.2
mt1	701	750	0.26
mt1	751	800	0.24
mt1	801	850	0.2
mt1	851	900	0.18
mt1	901	950	0.14
mt1	951	1000	0.38
mt1	1001	1050	0.22
mt1	1051	1100	0.26
mt1	1101	1150	0.18
mt1	1151	1200	0.26
mt1	1201	1250	0.18
mt1	1251	1300	0.24
mt1	1301	1350	0.26
mt1	1351	1400	0.3
mt1	1401	1450	0.32
mt1	1451	1500	0.36
mt1	1501	1550	0.34
mt1	1551	1600	0.3
mt1	1601	1650	0.24
mt1	1651	1700	0.32
mt1	1701	1750	0.3
mt1	1751	1800	0.46
mt1	1801	1850	0.52
mt1	1851	1900	0.32
mt1	1901	1950	0.26
mt1	1951	2000	0.4
mt1	2001	2050	0.28
mt1	2051	2100	0.42
mt1	2101	2150	0.34
mt1	2151	2200	0.24
mt1	2201	2250	0.3
mt1	2251	2300	0.24
mt1	2301	2350	0.36
mt1	2351	2400	0.32
mt1	2401	2450	0.26
mt1	2451	2500	0.24
mt1	2501	2550	0.32
mt1	2551	2600	0.34
mt1	2601	2650	0.24
mt1	2651	2700	0.18
mt1	2701	2750	0.38
mt1	2751	2800	0.3
mt1	2801	2850	0.18
mt1	2851	2900	0.26
mt1	2901	2950	0.34
mt1	2951	3000	0.3
mt1	3001	3050	0.26
mt1	3051	3100	0.32
mt1	3101	3150	0.18
mt1	3151	3200	0.22
mt1	3201	3250	0.36
mt1	3251	3300	0.28
mt1	3301	3350	0.32
mt1	3351	3400	0.24
mt1	3401	3450	0.28
mt1	3451	3500	0.3
mt1	3501	3550	0.36
mt1	3551	3600	0.46
mt1	3601	3650	0.28
mt1	3651	3700	0.2
mt1	3701	3750	0.24
mt1	3751	3800	0.3
mt1	3801	3850	0.28
mt1	3851	3900	0.26
mt1	3901	3950	0.1
mt1	3951	4000	0.2
mt1	4001	4050	0.22
mt1	4051	4100	0.16
mt1	4101	4150	0.26
mt1	4151	4200	0.2
mt1	4201	4250	0.24
mt1	4251	4300	0.1
mt1	4301	4350	0.32
mt1	4351	4400	0.2
mt1	4401	4450	0.36
mt1	4451	4500	0.32
mt1	4501	4550	0.28
mt1	4551	4600	0.22
mt1	4601	4650	0.26
mt1	4651	4700	0.2
mt1	4701	4750	0.34
mt1	4751	4800	0.36
mt1	4801	4850	0.16
mt1	4851	4900	0.34
mt1	4901	4950	0.46
mt1	4951	5000	0.18
mt1	5001	5050	0.32
mt1	5051	5100	0.36
mt1	5101	5150	0.38
mt1	5151	5200	0.28
mt1	5201	5250	0.26
mt1	5251	5300	0.4
mt1	5301	5350	0.32
mt1	5351	5400	0.32
mt1	5401	5450	0.36
mt1	5451	5500	0.24
mt1	5501	5550	0.22
mt1	5551	5600	0.16
mt1	5601	5650	0.18
mt1	5651	5700	0.36
mt1	5701	5750	0.32
mt1	5751	5800	0.18
mt1	5801	5850	0.14
mt1	5851	5900	0.3
mt1	5901	5950	0.3
mt1	5951	6000	0.22
mt1	6001	6050	0.24
mt1	6051	6100	0.26
mt1	6101	6150	0.28
mt1	6151	6200	0.22
mt1	6201	6250	0.12
mt1	6251	6300	0.22
mt1	6301	6350	0.08
mt1	6351	6400	0.14
mt1	6401	6450	0.16
mt1	6451	6500	0.3
mt1	6501	6550	0.18
mt1	6551	6600	0.2
mt1	6601	6650	0.22
mt1	6651	6700	0.16
mt1	6701	6750	0.22
mt1	6751	6800	0.26
mt1	6801	6850	0.2
mt1	6851	6900	0.22
mt1	6901	6950	0.14
mt1	6951	7000	0.3
mt1	7001	7050	0.2
mt1	7051	7100	0.24
mt1	7101	7150	0.28
mt1	7151	7200	0.28
mt1	7201	7250	0.26
mt1	7251	7300	0.32
mt1	7301	7350	0.24
mt1	7351	7400	0.32
mt1	7401	7450	0.48
mt1	7451	7500	0.24
mt1	7501	7550	0.12
mt1	7551	7600	0.32
mt1	7601	7650	0.3
mt1	7651	7700	0.26
mt1	7701	7750	0.24
mt1	7751	7800	0.14
mt1	7801	7850	0.18
mt1	7851	7900	0.16
mt1	7901	7950	0.26
mt1	7951	8000	0.1
mt1	8001	8050	0.2
mt1	8051	8100	0.28
mt1	8101	8150	0.2
mt1	8151	8200	0.22
mt1	8201	8250	0.32
mt1	8251	8300	0.14
mt1	8301	8350	0.16
mt1	8351	8400	0.32
mt1	8401	8450	0.24
mt1	8451	8500	0.22
mt1	8501	8550	0.34
mt1	8551	8600	0.3
mt1	8601	8650	0.28
mt1	8651	8700	0.3
mt1	8701	8750	0.18
mt1	8751	8800	0.34
mt1	8801	8850	0.4
mt1	8851	8900	0.16
mt1	8901	8950	0.16
mt1	8951	9000	0.16
mt1	9001	9050	0.24
mt1	9051	9100	0.32
mt1	9101	9150	0.22
mt1	9151	9200	0.14
mt1	9201	9250	0.26
mt1	9251	9300	0.16
mt1	9301	9350	0.16
mt1	9351	9400	0.22
mt1	9401	9450	0.14
mt1	9451	9500	0.22
mt1	9501	9550	0.3
mt1	9551	9600	0.18
mt1	9601	9650	0.14
mt1	9651	9700	0.26
mt1	9701	9750	0.12
mt1	9751	9800	0.42
mt1	9801	9850	0.3
mt1	9851	9900	0.18
mt1	9901	9950	0.18
mt1	9951	10000	0.18
mt1	10001	10050	0.16
mt1	10051	10100	0.22
mt1	10101	10150	0.18
mt1	10151	10200	0.1
mt1	10201	10250	0.12
mt1	10251	10300	0.22
mt1	10301	10350	0.12
mt1	10351	10400	0.22
mt1	10401	10450	0.18
mt1	10451	10500	0.36
mt1	10501	10550	0.24
mt1	10551	10600	0.2
